2.7176,2.4085,0.10681,0.10681,-1.0486
2.969,2.5804,0.19836,0.19836,-1.2185
2.7007,2.2066,0.30518,0.30518,-1.755
2.9587,2.2205,0.39673,0.39673,-2.4932
2.4634,1.6486,0.48828,0.48828,-3.4884
2.6665,1.6096,0.61035,0.61035,-4.3843
2.9601,1.4435,0.7019,0.7019,-6.2381
2.957,1.1919,0.79346,0.79346,-7.8918
3.0363,1.1118,0.90027,0.90027,-8.7262
2.9275,1.1044,1.0071,0,-8.4674
2.9853,0.86415,1.0986,1.0986,-10.768
2.5158,0.69169,1.2207,1.2207,-11.215
